client_display_name,legal_entity_name_if_known,domain,logo_source_url,source_type,original_file,svg_file,png_file,webp_file,mono_light_file,mono_dark_file,confidence_score,permission_status,brand_notes,needs_manual_review,recommended_for_homepage,recommended_for_reference_page
Continental,,,https://cdn.worldvectorlogo.com/logos/continental-5.svg,other_public_source,raw/continental.jpg,web/continental.svg,web/continental.png,web/continental.webp,processed/mono-light/continental-mono-light.png,processed/mono-dark/continental-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Continental AG official wordmark (vector SVG, viewBox ~220x45). Renders as the classic 'Continental' wordmark with the distinctive 'C' enclosing the 'o' — unmistakably Continental, exact wordmark match to the internal g…",yes,no,yes
Coorstek,,,https://www.coorstek.com/images/coorstek-simple-logo.svg,official_website,raw/coorstek.jpg,web/coorstek.svg,web/coorstek.png,web/coorstek.webp,processed/mono-light/coorstek-mono-light.png,processed/mono-dark/coorstek-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official CoorsTek site header logo (Adobe Illustrator SVG). Rendered confirms the CoorsTek wordmark in white on the brand red square/rect, matching the internal ground truth. Valid vector (4989 bytes, <svg>...</svg>). B…",yes,no,yes
Crystalex,,,https://crystalexcz.com/wp-content/uploads/2025/04/Crystalex-logo.png,official_website,raw/crystalex.jpg,,web/crystalex.png,web/crystalex.webp,processed/mono-light/crystalex-mono-light.png,processed/mono-dark/crystalex-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_png, shoda se vzorem: yes). Official Crystalex site logo (www.crystalex.cz redirects to crystalexcz.com). Transparent PNG 757x215, alpha 0-255. Blue script 'Crystalex' wordmark, exact match to internal. No SVG available on site; transparent PNG is…",no,no,yes
CSAD,,,https://www.csad-brno.cz/wp-content/themes/wp/static/images/logo.svg,official_website,raw/csad.jpg,web/csad.svg,web/csad.png,web/csad.webp,processed/mono-light/csad-mono-light.png,processed/mono-dark/csad-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official csad-brno.cz header SVG. Rendered confirms the exact internal mark: blue intertwined-tube 'CSAD' letters with 'BRNO-CERNOVICE, A.S.' underneath. This is the correct Brno-Cernovice variant, distinct from (and be…",yes,no,yes
Daiho,,,https://www.daiho-gr.co.jp/img/common/logo-02.svg,official_website,raw/daiho.jpg,web/daiho.svg,web/daiho.png,web/daiho.webp,processed/mono-light/daiho-mono-light.png,processed/mono-dark/daiho-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Official DAIHO INDUSTRIAL site (daiho-gr.co.jp) header SVG. Rendered confirms the round red/navy infinity 'D' emblem + navy 'DAIHO' wordmark, exact match to internal. Verified this is Daiho Industrial (plastics/automoti…",yes,no,yes
Daikin,,,https://commons.wikimedia.org/wiki/File:DAIKIN_logo.svg,wikimedia,raw/daikin.jpg,web/daikin.svg,web/daikin.png,web/daikin.webp,processed/mono-light/daikin-mono-light.png,processed/mono-dark/daikin-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Wikimedia Commons 'DAIKIN logo.svg'. Rendered confirms the blue 'DAIKIN' wordmark with the cyan/black corner triangle, exact match to internal horizontal logo. Valid vector (3447 bytes)",yes,no,yes
Danzer,,,https://www.danzer.com/en/,official_website,raw/danzer.png,web/danzer.svg,web/danzer.png,web/danzer.webp,processed/mono-light/danzer-mono-light.png,processed/mono-dark/danzer-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Extracted the current header logo, an inline SVG (aria-label='Logo', 236x64) from danzer.com. Brand colors #F28E04 (orange) + #58585A (gray); rendered confirms the orange disc with vertical bars + gray 'DANZER' wordmark…",no,no,yes
Draka,,,(interní) PR SINTERA/Loga klientů/draka.jpg,other_public_source,raw/draka.jpg,,web/draka.png,web/draka.webp,processed/mono-light/draka-mono-light.png,processed/mono-dark/draka-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit. | nízké rozlišení (240x100),yes,no,yes
Draka - Prismian,,,(interní) PR SINTERA/Loga klientů/draka - prismian.jpg,other_public_source,raw/draka-prismian.jpg,,web/draka-prismian.png,web/draka-prismian.webp,processed/mono-light/draka-prismian-mono-light.png,processed/mono-dark/draka-prismian-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Dtz,,,(interní) PR SINTERA/Loga klientů/dtz.JPG,other_public_source,raw/dtz.jpg,,web/dtz.png,web/dtz.webp,processed/mono-light/dtz-mono-light.png,processed/mono-dark/dtz-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit. | nízké rozlišení (250x119),yes,no,yes
Durr,,,https://commons.wikimedia.org/wiki/File:D%C3%BCrr_AG_logo.svg,wikimedia,raw/durr.png,web/durr.svg,web/durr.png,web/durr.webp,processed/mono-light/durr-mono-light.png,processed/mono-dark/durr-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Dürr AG (German mechanical/plant engineering). Wikimedia 'Dürr AG logo.svg' — single-color blue (#00488e) boxed 'DÜRR' wordmark, exact match to internal ground truth. Chose this cleaner AG version over the multi-color '…",yes,no,yes
Egston,,,https://commons.wikimedia.org/wiki/File:Logo_Egston.svg,wikimedia,raw/egston.png,web/egston.svg,web/egston.png,web/egston.webp,processed/mono-light/egston-mono-light.png,processed/mono-dark/egston-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). EGSTON (Austrian electronics / power systems, Eggenburg). Wikimedia 'Logo Egston.svg' — lime-green (#bbd63f) building/bar pictogram + black 'EGSTON' wordmark on transparent. Matches internal mark (internal had the lime …",yes,no,yes
Era,,,https://www.era.aero/img/era-logo.svg,official_website,raw/era.jpg,web/era.svg,web/era.png,web/era.webp,processed/mono-light/era-mono-light.png,processed/mono-dark/era-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). ERA a.s., Pardubice (Czech air-traffic surveillance / avionics). Official site SVG — magenta/crimson (#B50938) lowercase 'era' wordmark with the small airplane symbol, exact match to internal ground truth. Disambiguated…",no,no,yes
Erwin Junker,,,https://worldvectorlogo.com/logo/junker,other_public_source,raw/erwin-junker.png,web/erwin-junker.svg,web/erwin-junker.png,web/erwin-junker.webp,processed/mono-light/erwin-junker-mono-light.png,processed/mono-dark/erwin-junker-mono-dark.png,medium,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Erwin Junker Maschinenfabrik / JUNKER Group (German precision grinding machines). worldvectorlogo SVG of the blue (#08c) stylized 'EJ/J' symbol — exactly the mark inside the blue circle of the internal 'JUNKER partner f…",yes,no,yes
Eurosoftware,,,(interní) PR SINTERA/Loga klientů/Eurosoftware.JPG,other_public_source,raw/eurosoftware.jpg,,web/eurosoftware.png,web/eurosoftware.webp,processed/mono-light/eurosoftware-mono-light.png,processed/mono-dark/eurosoftware-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Explosia,,,https://explosia.cz/wp-content/themes/main/img/logo.svg,official_website,raw/explosia.jpg,web/explosia.svg,web/explosia.png,web/explosia.webp,processed/mono-light/explosia-mono-light.png,processed/mono-dark/explosia-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Explosia a.s., Semtín/Pardubice (Czech explosives manufacturer, maker of Semtex). Official site SVG (CorelDRAW export) — red (#E31E24) 'E' with star inside a circle + 'EXPLOSIA' wordmark, exact match to internal ground …",no,no,yes
Foxconn,,,https://commons.wikimedia.org/wiki/File:Foxconn_logo.svg,wikimedia,raw/foxconn.jpg,web/foxconn.svg,web/foxconn.png,web/foxconn.webp,processed/mono-light/foxconn-mono-light.png,processed/mono-dark/foxconn-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Foxconn / Hon Hai. Wikimedia 'Foxconn logo.svg' — blue (#0165b0) 'FOXCONN' wordmark with registered-trademark mark, exact match to internal ground truth. Validated (<svg/</svg>) and rendered correctly",no,no,yes
Fresh Revolution,,,(interní) PR SINTERA/Loga klientů/fresh revolution.jpg,other_public_source,raw/fresh-revolution.jpg,,web/fresh-revolution.png,web/fresh-revolution.webp,processed/mono-light/fresh-revolution-mono-light.png,processed/mono-dark/fresh-revolution-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit. | nízké rozlišení (361x59),yes,no,yes
Fte,,,https://commons.wikimedia.org/wiki/File:Fte_logo.svg,wikimedia,raw/fte.jpg,web/fte.svg,web/fte.png,web/fte.webp,processed/mono-light/fte-mono-light.png,processed/mono-dark/fte-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). FTE automotive (German automotive supplier, clutch/brake actuation). Wikimedia Commons SVG rendered as exact match to internal: 'FTE' in dark warm-gray with red triangle wedge and lowercase 'automotive' below. Validated…",yes,no,yes
Fuji Koyo,,,(interní) PR SINTERA/Loga klientů/fuji koyo.png,other_public_source,raw/fuji-koyo.png,,web/fuji-koyo.png,web/fuji-koyo.webp,processed/mono-light/fuji-koyo-mono-light.png,processed/mono-dark/fuji-koyo-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Gce,,,(interní) PR SINTERA/Loga klientů/gce.jpg,other_public_source,raw/gce.jpg,,web/gce.png,web/gce.webp,processed/mono-light/gce-mono-light.png,processed/mono-dark/gce-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Gebauer Griller,,,https://www.gg-group.com/fileadmin/gg/img/gg_logo_blue.svg,official_website,raw/gebauer-griller.png,web/gebauer-griller.svg,web/gebauer-griller.png,web/gebauer-griller.webp,processed/mono-light/gebauer-griller-mono-light.png,processed/mono-dark/gebauer-griller-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Gebauer & Griller (now GG Group, automotive cables/wiring, Austria). Official site SVG of the modern interlocking double-G mark in cyan/blue - exact match to internal ground-truth cyan 'GG' symbol. Preferred over the ou…",no,no,yes
Gerresheimer,,,https://commons.wikimedia.org/wiki/File:Gerresheimer-logo.svg,wikimedia,raw/gerresheimer.png,web/gerresheimer.svg,web/gerresheimer.png,web/gerresheimer.webp,processed/mono-light/gerresheimer-mono-light.png,processed/mono-dark/gerresheimer-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Gerresheimer AG (pharma glass/plastic packaging). Wikimedia Commons SVG is the current official 2021 logo: teal lowercase rounded 'gerresheimer' wordmark. Internal reference shows the older all-caps italic teal 'GERRESH…",no,no,yes
Glanztoff,,,(interní) PR SINTERA/Loga klientů/glanztoff.png,other_public_source,raw/glanztoff.png,,web/glanztoff.png,web/glanztoff.webp,processed/mono-light/glanztoff-mono-light.png,processed/mono-dark/glanztoff-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Glenmark,,,https://companieslogo.com/glenmark/logo/,other_public_source,raw/glenmark.jpg,web/glenmark.svg,web/glenmark.png,web/glenmark.webp,processed/mono-light/glenmark-mono-light.png,processed/mono-dark/glenmark-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Glenmark Pharmaceuticals (India). SVG from companieslogo.com: red capsule/pill formed in the negative space of a stylised 'G' plus red lowercase 'glenmark' wordmark and 'A new way for life' tagline - matches internal gr…",no,no,yes
Gmc,,,(interní) PR SINTERA/Loga klientů/Gmc.jpg,other_public_source,raw/gmc.jpg,,web/gmc.png,web/gmc.webp,processed/mono-light/gmc-mono-light.png,processed/mono-dark/gmc-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Grammer,,,https://commons.wikimedia.org/wiki/File:Grammer_logo.svg,wikimedia,raw/grammer.jpg,web/grammer.svg,web/grammer.png,web/grammer.webp,processed/mono-light/grammer-mono-light.png,processed/mono-dark/grammer-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Grammer AG (seating/interior automotive supplier). Wikimedia Commons SVG, valid (<svg>...</svg>, 5480 bytes, path-based vector). Fill #005195 blue + white matches the internal GRAMMER blue wordmark mark exactly. Clean t…",no,no,yes
Grupo Antolin,,,(interní) PR SINTERA/Loga klientů/grupo antolin.jpg,other_public_source,raw/grupo-antolin.jpg,,web/grupo-antolin.png,web/grupo-antolin.webp,processed/mono-light/grupo-antolin-mono-light.png,processed/mono-dark/grupo-antolin-mono-dark.png,medium,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Gtw,,,(interní) PR SINTERA/Loga klientů/gtw.png,other_public_source,raw/gtw.png,,web/gtw.png,web/gtw.webp,processed/mono-light/gtw-mono-light.png,processed/mono-dark/gtw-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Hls,,,(interní) PR SINTERA/Loga klientů/hls.jpg,other_public_source,raw/hls.jpg,,web/hls.png,web/hls.webp,processed/mono-light/hls-mono-light.png,processed/mono-dark/hls-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit. | nízké rozlišení (172x108),yes,no,yes
Hud,,,(interní) PR SINTERA/Loga klientů/hud.jpg,other_public_source,raw/hud.jpg,,web/hud.png,web/hud.webp,processed/mono-light/hud-mono-light.png,processed/mono-dark/hud-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit. | barevné/ne-bílé pozadí (nutný ruční ořez) | nízké rozlišení (100x100) | mono ponecháno v barvě (plné/odznako…,yes,no,yes
Hyundai Mobis,,,https://commons.wikimedia.org/wiki/File:Hyundai_Mobis_Logo.svg,wikimedia,raw/hyundai-mobis.png,web/hyundai-mobis.svg,web/hyundai-mobis.png,web/hyundai-mobis.webp,processed/mono-light/hyundai-mobis-mono-light.png,processed/mono-dark/hyundai-mobis-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Hyundai Mobis (Hyundai auto-parts arm). Wikimedia Commons SVG, valid (<svg>...</svg>, 6050 bytes, vector paths). Fills #1C4381 (blue HYUNDAI wordmark) + #CC1424 (red ring in MOBIS) match the internal mark exactly - this…",no,no,yes
Ideal Automotive,,,https://www.ideal-automotive.com/wp-content/uploads/2014/11/IDEAL_logo.png,official_website,raw/ideal-automotive.jpg,,web/ideal-automotive.png,web/ideal-automotive.webp,processed/mono-light/ideal-automotive-mono-light.png,processed/mono-dark/ideal-automotive-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_png, shoda se vzorem: yes). iDEAL Automotive (German automotive interior textiles/acoustics supplier, ideal-automotive.com). Official-site logo PNG, 600x243, RGBA with transparency (alpha 0-255). Matches internal mark (red lowercase 'i', red box, …",yes,no,yes
Impact Industry Brno,,,(interní) PR SINTERA/Loga klientů/Impact Industry Brno.jpg,other_public_source,raw/impact-industry-brno.jpg,,web/impact-industry-brno.png,web/impact-industry-brno.webp,processed/mono-light/impact-industry-brno-mono-light.png,processed/mono-dark/impact-industry-brno-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit. | nízké rozlišení (148x104),yes,no,yes
Interkov,,,https://www.interkov.cz/wp-content/uploads/2021/11/fgfdgfd-kopie.png,official_website,raw/interkov.jpg,,web/interkov.png,web/interkov.webp,processed/mono-light/interkov-mono-light.png,processed/mono-dark/interkov-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_png, shoda se vzorem: yes). INTERKOV spol. s r.o. (Czech, Praha) — manufacturer of lever-arch binder mechanisms / volume metalwork. Logo pulled from official interkov.cz header. PNG 900x169, RGBA transparent (alpha 0-255). Matches internal ground-…",yes,no,yes
Inteva,,,https://www.intevaproducts.com/wp-content/uploads/2025/06/inteva-logo.png,official_website,raw/inteva.jpg,,web/inteva.png,web/inteva.webp,processed/mono-light/inteva-mono-light.png,processed/mono-dark/inteva-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_png, shoda se vzorem: yes). Inteva Products LLC (automotive interiors/closures) — logo from official intevaproducts.com header. PNG 1200x247, RGBA transparent. Matches internal ground-truth: blue half-circle 'i' symbol + black 'INTEVA' italic + 'P…",no,no,yes
Itw,,,https://www.itw.com/images/ITW-logo---dk-gray.svg,official_website,raw/itw.png,web/itw.svg,web/itw.png,web/itw.webp,processed/mono-light/itw-mono-light.png,processed/mono-dark/itw-mono-dark.png,medium,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). Internal reference reads 'ITW PRONOVIA, s.r.o. - Global Automotive Components Group' with the red ITW mark; ITW Pronovia is the Czech subsidiary of Illinois Tool Works (ITW) — the parent group brand is correct. Took the…",yes,no,yes
Jablotron,,,https://upload.wikimedia.org/wikipedia/en/2/20/Jablotron_logo.svg,wikimedia,raw/jablotron.jpg,web/jablotron.svg,web/jablotron.png,web/jablotron.webp,processed/mono-light/jablotron-mono-light.png,processed/mono-dark/jablotron-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). JABLOTRON (Czech alarm/security manufacturer). Downloaded the official SVG from Wikimedia/Wikipedia (Inkscape-authored vector, valid </svg>). Matches internal ground-truth black 'JABLOTRON' wordmark with the yellow pie …",no,no,yes
Jansen Display,,,(interní) PR SINTERA/Loga klientů/jansen display.jpg,other_public_source,raw/jansen-display.jpg,,web/jansen-display.png,web/jansen-display.webp,processed/mono-light/jansen-display-mono-light.png,processed/mono-dark/jansen-display-mono-dark.png,low,public_reference_confirmed,SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Čistý veřejný zdroj nenalezen — použit interní rastr Sintery (doporučeno vyžádat vektor/transparentní PNG od klienta). Interní logo Sintery (rastr); název odvozen z názvu souboru — ověřit,yes,no,yes
Jtekt,,,https://commons.wikimedia.org/wiki/File:JTEKT_Logo.svg,wikimedia,raw/jtekt.jpg,web/jtekt.svg,web/jtekt.png,web/jtekt.webp,processed/mono-light/jtekt-mono-light.png,processed/mono-dark/jtekt-mono-dark.png,high,public_reference_confirmed,"SOUHLAS: užití loga jako reference smluvně ošetřeno (rámcová smlouva SINTERA – „Zákazník souhlasí s umístěním svého loga jako referenčního zákazníka pro účely webové a tištěné prezentace“). Web zdroj (found_svg, shoda se vzorem: yes). JTEKT Corporation (Japanese bearings/steering automotive supplier, Koyo/Toyoda). Official SVG from Wikimedia Commons (551x266, valid </svg>). Matches internal ground-truth: black serif 'JTEKT' with the red lens/ellipse …",no,no,yes
